27641090,13.285512,52.522202
27641090,13.276907,52.525714
27641090,13.285064,52.524
2829059,13.285446,52.521744
2828545,13.293457,52.521515
28455682,13.289106,52.53273
26369281,13.349675,52.497575
26369281,13.349711,52.497367
26369281,13.349743,52.497437
26369281,13.34963,52.497378
26369281,13.349223,52.497519
26369281,13.349055,52.497572
26369281,13.349705,52.497369
26369281,13.348491,52.498547
26369281,13.349311,52.497605
26369281,13.349894,52.497346
26369281,13.348902,52.497632
26369281,13.348857,52.497514
2578689,13.347863,52.498668
26369281,13.349544,52.497399
26369281,13.349726,52.497392
26359552,13.337113,52.508959
26369281,13.34986,52.497252
26369281,13.349873,52.497557
26369281,13.3501,52.497437
26363908,13.324146,52.520931
26363908,13.324398,52.521187
26363908,13.324413,52.521143
26363908,13.324344,52.521091
26363908,13.324313,52.520953
26363908,13.324291,52.521062
26363908,13.324621,52.521555
26363908,13.32357,52.520738
26363908,13.324791,52.521398
26363908,13.323076,52.521854
26363908,13.324341,52.521304
26363908,13.323888,52.520868
26363908,13.3241,52.520849
26363908,13.322729,52.521673
27018240,13.320877,52.521732
26369281,13.349837,52.497713
26369281,13.349098,52.497482
26369281,13.349878,52.497359
26369281,13.349741,52.497695
26369281,13.349841,52.497446
26369281,13.349386,52.497366
26369281,13.349442,52.497409
26369281,13.349648,52.497372
26369281,13.349553,52.497383
26369281,13.349175,52.497214
26369281,13.351031,52.497815
26353665,13.346329,52.498398
26369281,13.350885,52.498356
2829826,13.354109,52.506638
26369281,13.349221,52.49758
26369281,13.348917,52.497561
26369281,13.349468,52.497188
26369281,13.349656,52.497492
26363908,13.323729,52.52148
26363908,13.32424,52.520258
26363908,13.323655,52.521362
26363908,13.323203,52.520836
26363908,13.324363,52.520953
27018240,13.321595,52.520608
27018240,13.321209,52.520896
26363908,13.324469,52.520658
26363908,13.322748,52.521101
26363906,13.322337,52.517597
2828557,13.313367,52.510823
26888193,13.312574,52.52007
26353665,13.345643,52.499919
2578689,13.346634,52.497635
26369281,13.349608,52.497288
26771457,13.348434,52.498947
26353665,13.345299,52.500916
26369281,13.351479,52.497182
26771457,13.348503,52.499542
26369281,13.349649,52.497274
26369281,13.350298,52.497248
26369281,13.349075,52.497292
26350081,13.325171,52.506287
2573314,13.271759,52.592246
2828546,13.322787,52.512981
2828546,13.324906,52.513229
26363906,13.325653,52.5177
2828546,13.324107,52.512089
27018240,13.320074,52.518203
26350081,13.327561,52.508011
2828558,13.315659,52.515335
2578689,13.348261,52.497514
2578689,13.348671,52.497418
2578689,13.34677,52.498169
26353665,13.346407,52.498424
2931970,13.416367,52.529755
2931970,13.416367,52.530785
26365440,13.416366577148,52.527694702148
2931970,13.416367,52.529755
26365440,13.416366577148,52.527694702148
2931970,13.416367,52.530785
26365440,13.416366577148,52.527694702148
2931970,13.416367,52.530785
26365440,13.416366577148,52.527694702148
2931970,13.416367,52.530785
26365440,13.416366577148,52.527694702148
2931970,13.416367,52.530785
2931970,13.416367,52.530785
2586127,13.396223,52.517625
26365440,13.416366577148,52.527694702148
2931970,13.416367,52.530785
2931970,13.416367,52.529755
2931970,13.416367,52.529755
2931970,13.416367,52.530785
5864705,13.401258,52.520143
2859789,13.41774,52.518539
2931970,13.416367,52.530785
2931970,13.416367,52.530785
2931970,13.416367,52.530785
2931970,13.416367,52.530441
2931970,13.416367,52.529755
26365440,13.416366577148,52.527694702148
26365440,13.416366577148,52.527694702148
26361088,13.340109,52.499098
26795520,13.328934,52.500229
26998272,13.33759,52.499231
26795520,13.329506,52.500916
26720000,13.328018,52.500687
26720000,13.328084,52.500817
26361088,13.339691,52.500229
2578689,13.346891,52.497763
26361088,13.338776,52.498856
26361088,13.342896,52.499168
26795520,13.332595825195,52.500228881836
26361088,13.339587,52.499605
26720000,13.328018,52.500687
26369281,13.348948,52.497578
26795520,13.331222,52.501145
26358784,13.34221,52.504349
2828033,13.321609,52.507554
2837249,13.334656,52.503662
26795520,13.329064,52.501014
3428355,13.337138,52.515283
26359552,13.338089,52.507782
26353665,13.345642,52.498856
26795520,13.332825,52.500001
26369281,13.349762,52.497177
26369281,13.349877,52.496338
26369281,13.350448608398,52.497482299805
3428353,13.327652,52.524948
26363905,13.325729,52.521515
26361088,13.342614,52.498696
26358784,13.342067,52.504783
26369281,13.349809,52.497376
26363906,13.326004,52.516983
26369281,13.349398,52.497132
2828545,13.293948,52.521417
27641090,13.275752,52.528249
27641090,13.285148,52.524646
2828545,13.293065,52.521221
2829314,13.266346,52.530446
2828557,13.311445,52.509018
2822915,13.290939,52.555389
2822915,13.291122,52.555435
2822915,13.294601,52.554337
2822913,13.305325,52.557516
26363905,13.326537,52.520344
7700737,13.310729,52.517976
7700739,13.306609,52.516815
27006464,13.298894,52.524078
7700739,13.307533,52.518769
26363908,13.324356,52.519155
2822915,13.297348,52.554169
2822915,13.295728,52.553893
2822915,13.299453,52.554886
2822915,13.295517,52.554245
2822915,13.296204,52.554474
2822915,13.295746,52.554016
2822915,13.29451,52.554337
2822915,13.300186,52.554612
